Country,Year,Period,Item code,Item name,Value,Undertaking type
FRANCE,2018,Q1,R0030,Intangible assets,158,Other undertakings
FRANCE,2018,Q1,R0040,Deferred tax assets,659281,Life undertakings
FRANCE,2018,Q1,R0040,Deferred tax assets,21925,Non-Life undertakings
FRANCE,2018,Q1,R0040,Deferred tax assets,304279,Other undertakings
FRANCE,2018,Q1,R0050,Pension benefit surplus,0,Life undertakings
FRANCE,2018,Q1,R0050,Pension benefit surplus,70,Non-Life undertakings
FRANCE,2018,Q1,R0050,Pension benefit surplus,0,Other undertakings
FRANCE,2018,Q1,R0060,"Property, plant & equipment held for own use",88777,Life undertakings
FRANCE,2018,Q1,R0060,"Property, plant & equipment held for own use",322136,Non-Life undertakings
FRANCE,2018,Q1,R0060,"Property, plant & equipment held for own use",178834,Other undertakings
FRANCE,2018,Q1,R0070,Investments (other than assets held for index-linked and unit-linked contracts),103240563,Life undertakings
FRANCE,2018,Q1,R0070,Investments (other than assets held for index-linked and unit-linked contracts),19759182,Non-Life undertakings
FRANCE,2018,Q1,R0070,Investments (other than assets held for index-linked and unit-linked contracts),86686835,Other undertakings
FRANCE,2018,Q1,R0220,Assets held for index-linked and unit-linked contracts,20001513,Life undertakings
FRANCE,2018,Q1,R0220,Assets held for index-linked and unit-linked contracts,0,Non-Life undertakings
FRANCE,2018,Q1,R0220,Assets held for index-linked and unit-linked contracts,14329712,Other undertakings
FRANCE,2018,Q1,R0230,Loans and mortgages,1146131,Life undertakings
FRANCE,2018,Q1,R0230,Loans and mortgages,490827,Non-Life undertakings
FRANCE,2018,Q1,R0230,Loans and mortgages,1319031,Other undertakings
FRANCE,2018,Q1,R0270,Reinsurance recoverables from:,2098343,Life undertakings
FRANCE,2018,Q1,R0270,Reinsurance recoverables from:,1926957,Non-Life undertakings
FRANCE,2018,Q1,R0270,Reinsurance recoverables from:,5200336,Other undertakings
FRANCE,2018,Q1,R0350,Deposits to cedants,259302,Life undertakings
FRANCE,2018,Q1,R0350,Deposits to cedants,230861,Non-Life undertakings
FRANCE,2018,Q1,R0350,Deposits to cedants,2525390,Other undertakings
FRANCE,2018,Q1,R0360,Insurance and intermediaries receivables,502524,Life undertakings
FRANCE,2018,Q1,R0360,Insurance and intermediaries receivables,2184515,Non-Life undertakings
FRANCE,2018,Q1,R0360,Insurance and intermediaries receivables,2103528,Other undertakings
FRANCE,2018,Q1,R0370,Reinsurance receivables,74223,Life undertakings
FRANCE,2018,Q1,R0370,Reinsurance receivables,101876,Non-Life undertakings
FRANCE,2018,Q1,R0370,Reinsurance receivables,254559,Other undertakings
FRANCE,2018,Q1,R0380,"Receivables (trade, not insurance)",732706,Life undertakings
FRANCE,2018,Q1,R0380,"Receivables (trade, not insurance)",529342,Non-Life undertakings
FRANCE,2018,Q1,R0380,"Receivables (trade, not insurance)",961127,Other undertakings
FRANCE,2018,Q1,R0390,Own shares (held directly),0,Life undertakings
FRANCE,2018,Q1,R0390,Own shares (held directly),125,Non-Life undertakings
FRANCE,2018,Q1,R0390,Own shares (held directly),18216,Other undertakings
FRANCE,2018,Q1,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Life undertakings
FRANCE,2018,Q1,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Non-Life undertakings
FRANCE,2018,Q1,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Other undertakings
FRANCE,2018,Q1,R0410,Cash and cash equivalents,663071,Life undertakings
FRANCE,2018,Q1,R0410,Cash and cash equivalents,598734,Non-Life undertakings
FRANCE,2018,Q1,R0410,Cash and cash equivalents,876874,Other undertakings
FRANCE,2018,Q1,R0420,"Any other assets, not elsewhere shown",211405,Life undertakings
FRANCE,2018,Q1,R0420,"Any other assets, not elsewhere shown",63738,Non-Life undertakings
FRANCE,2018,Q1,R0420,"Any other assets, not elsewhere shown",105315,Other undertakings
FRANCE,2018,Q2,R0030,Intangible assets,0,Life undertakings
FRANCE,2018,Q2,R0030,Intangible assets,556,Non-Life undertakings
FRANCE,2018,Q2,R0030,Intangible assets,158,Other undertakings
FRANCE,2018,Q2,R0040,Deferred tax assets,659333,Life undertakings
FRANCE,2018,Q2,R0040,Deferred tax assets,20247,Non-Life undertakings
FRANCE,2018,Q2,R0040,Deferred tax assets,301228,Other undertakings
FRANCE,2018,Q2,R0050,Pension benefit surplus,0,Life undertakings
FRANCE,2018,Q2,R0050,Pension benefit surplus,10,Non-Life undertakings
FRANCE,2018,Q2,R0050,Pension benefit surplus,0,Other undertakings
FRANCE,2018,Q2,R0060,"Property, plant & equipment held for own use",83737,Life undertakings
FRANCE,2018,Q2,R0060,"Property, plant & equipment held for own use",323219,Non-Life undertakings
FRANCE,2018,Q2,R0060,"Property, plant & equipment held for own use",179119,Other undertakings
FRANCE,2018,Q2,R0070,Investments (other than assets held for index-linked and unit-linked contracts),103981288,Life undertakings
FRANCE,2018,Q2,R0070,Investments (other than assets held for index-linked and unit-linked contracts),19630309,Non-Life undertakings
FRANCE,2018,Q2,R0070,Investments (other than assets held for index-linked and unit-linked contracts),86875089,Other undertakings
FRANCE,2018,Q2,R0220,Assets held for index-linked and unit-linked contracts,20516410,Life undertakings
FRANCE,2018,Q2,R0220,Assets held for index-linked and unit-linked contracts,0,Non-Life undertakings
FRANCE,2018,Q2,R0220,Assets held for index-linked and unit-linked contracts,15259203,Other undertakings
FRANCE,2018,Q2,R0230,Loans and mortgages,1167694,Life undertakings
FRANCE,2018,Q2,R0230,Loans and mortgages,499120,Non-Life undertakings
FRANCE,2018,Q2,R0230,Loans and mortgages,1521127,Other undertakings
FRANCE,2018,Q2,R0270,Reinsurance recoverables from:,2079602,Life undertakings
FRANCE,2018,Q2,R0270,Reinsurance recoverables from:,1911971,Non-Life undertakings
FRANCE,2018,Q2,R0270,Reinsurance recoverables from:,6853344,Other undertakings
FRANCE,2018,Q2,R0350,Deposits to cedants,259307,Life undertakings
FRANCE,2018,Q2,R0350,Deposits to cedants,218995,Non-Life undertakings
FRANCE,2018,Q2,R0350,Deposits to cedants,2509288,Other undertakings
FRANCE,2018,Q2,R0360,Insurance and intermediaries receivables,552242,Life undertakings
FRANCE,2018,Q2,R0360,Insurance and intermediaries receivables,1887921,Non-Life undertakings
FRANCE,2018,Q2,R0360,Insurance and intermediaries receivables,2023701,Other undertakings
FRANCE,2018,Q2,R0370,Reinsurance receivables,63006,Life undertakings
FRANCE,2018,Q2,R0370,Reinsurance receivables,102934,Non-Life undertakings
FRANCE,2018,Q2,R0370,Reinsurance receivables,241624,Other undertakings
FRANCE,2018,Q2,R0380,"Receivables (trade, not insurance)",718988,Life undertakings
FRANCE,2018,Q2,R0380,"Receivables (trade, not insurance)",480477,Non-Life undertakings
FRANCE,2018,Q2,R0380,"Receivables (trade, not insurance)",1058126,Other undertakings
FRANCE,2018,Q2,R0390,Own shares (held directly),0,Life undertakings
FRANCE,2018,Q2,R0390,Own shares (held directly),81,Non-Life undertakings
FRANCE,2018,Q2,R0390,Own shares (held directly),16186,Other undertakings
FRANCE,2018,Q2,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Life undertakings
FRANCE,2018,Q2,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Non-Life undertakings
FRANCE,2018,Q2,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Other undertakings
FRANCE,2018,Q2,R0410,Cash and cash equivalents,857417,Life undertakings
FRANCE,2018,Q2,R0410,Cash and cash equivalents,590933,Non-Life undertakings
FRANCE,2018,Q2,R0410,Cash and cash equivalents,886823,Other undertakings
FRANCE,2018,Q2,R0420,"Any other assets, not elsewhere shown",81080,Life undertakings
FRANCE,2018,Q2,R0420,"Any other assets, not elsewhere shown",59278,Non-Life undertakings
FRANCE,2018,Q2,R0420,"Any other assets, not elsewhere shown",64946,Other undertakings
FRANCE,2018,Q3,R0030,Intangible assets,0,Life undertakings
FRANCE,2018,Q3,R0030,Intangible assets,639,Non-Life undertakings
FRANCE,2018,Q3,R0030,Intangible assets,68,Other undertakings
FRANCE,2018,Q3,R0040,Deferred tax assets,551350,Life undertakings
FRANCE,2018,Q3,R0040,Deferred tax assets,21594,Non-Life undertakings
FRANCE,2018,Q3,R0040,Deferred tax assets,284690,Other undertakings
FRANCE,2018,Q3,R0050,Pension benefit surplus,0,Life undertakings
FRANCE,2018,Q3,R0050,Pension benefit surplus,10,Non-Life undertakings
FRANCE,2018,Q3,R0050,Pension benefit surplus,0,Other undertakings
FRANCE,2018,Q3,R0060,"Property, plant & equipment held for own use",84417,Life undertakings
FRANCE,2018,Q3,R0060,"Property, plant & equipment held for own use",323806,Non-Life undertakings
FRANCE,2018,Q3,R0060,"Property, plant & equipment held for own use",164998,Other undertakings
FRANCE,2018,Q3,R0070,Investments (other than assets held for index-linked and unit-linked contracts),95285737,Life undertakings
FRANCE,2018,Q3,R0070,Investments (other than assets held for index-linked and unit-linked contracts),19857699,Non-Life undertakings
FRANCE,2018,Q3,R0070,Investments (other than assets held for index-linked and unit-linked contracts),95126592,Other undertakings
FRANCE,2018,Q3,R0220,Assets held for index-linked and unit-linked contracts,19836330,Life undertakings
FRANCE,2018,Q3,R0220,Assets held for index-linked and unit-linked contracts,0,Non-Life undertakings
FRANCE,2018,Q3,R0220,Assets held for index-linked and unit-linked contracts,16489850,Other undertakings
FRANCE,2018,Q3,R0230,Loans and mortgages,955024,Life undertakings
FRANCE,2018,Q3,R0230,Loans and mortgages,493953,Non-Life undertakings
FRANCE,2018,Q3,R0230,Loans and mortgages,1773057,Other undertakings
FRANCE,2018,Q3,R0270,Reinsurance recoverables from:,2051550,Life undertakings
FRANCE,2018,Q3,R0270,Reinsurance recoverables from:,1900385,Non-Life undertakings
FRANCE,2018,Q3,R0270,Reinsurance recoverables from:,6764649,Other undertakings
FRANCE,2018,Q3,R0350,Deposits to cedants,251593,Life undertakings
FRANCE,2018,Q3,R0350,Deposits to cedants,212561,Non-Life undertakings
FRANCE,2018,Q3,R0350,Deposits to cedants,2489596,Other undertakings
FRANCE,2018,Q3,R0360,Insurance and intermediaries receivables,595041,Life undertakings
FRANCE,2018,Q3,R0360,Insurance and intermediaries receivables,1513236,Non-Life undertakings
FRANCE,2018,Q3,R0360,Insurance and intermediaries receivables,1986089,Other undertakings
FRANCE,2018,Q3,R0370,Reinsurance receivables,47447,Life undertakings
FRANCE,2018,Q3,R0370,Reinsurance receivables,134626,Non-Life undertakings
FRANCE,2018,Q3,R0370,Reinsurance receivables,190553,Other undertakings
FRANCE,2018,Q3,R0380,"Receivables (trade, not insurance)",724820,Life undertakings
FRANCE,2018,Q3,R0380,"Receivables (trade, not insurance)",600439,Non-Life undertakings
FRANCE,2018,Q3,R0380,"Receivables (trade, not insurance)",1003221,Other undertakings
FRANCE,2018,Q3,R0390,Own shares (held directly),0,Life undertakings
FRANCE,2018,Q3,R0390,Own shares (held directly),75,Non-Life undertakings
FRANCE,2018,Q3,R0390,Own shares (held directly),23630,Other undertakings
FRANCE,2018,Q3,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Life undertakings
FRANCE,2018,Q3,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Non-Life undertakings
FRANCE,2018,Q3,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Other undertakings
FRANCE,2018,Q3,R0410,Cash and cash equivalents,1053992,Life undertakings
FRANCE,2018,Q3,R0410,Cash and cash equivalents,584654,Non-Life undertakings
FRANCE,2018,Q3,R0410,Cash and cash equivalents,725904,Other undertakings
FRANCE,2018,Q3,R0420,"Any other assets, not elsewhere shown",72370,Life undertakings
FRANCE,2018,Q3,R0420,"Any other assets, not elsewhere shown",49719,Non-Life undertakings
FRANCE,2018,Q3,R0420,"Any other assets, not elsewhere shown",70277,Other undertakings
FRANCE,2018,Q4,R0030,Intangible assets,0,Life undertakings
FRANCE,2018,Q4,R0030,Intangible assets,491,Non-Life undertakings
FRANCE,2018,Q4,R0030,Intangible assets,129,Other undertakings
FRANCE,2018,Q4,R0040,Deferred tax assets,556890,Life undertakings
FRANCE,2018,Q4,R0040,Deferred tax assets,22850,Non-Life undertakings
FRANCE,2018,Q4,R0040,Deferred tax assets,273019,Other undertakings
FRANCE,2018,Q4,R0050,Pension benefit surplus,0,Life undertakings
FRANCE,2018,Q4,R0050,Pension benefit surplus,161,Non-Life undertakings
FRANCE,2018,Q4,R0050,Pension benefit surplus,0,Other undertakings
FRANCE,2018,Q4,R0060,"Property, plant & equipment held for own use",96460,Life undertakings
FRANCE,2018,Q4,R0060,"Property, plant & equipment held for own use",328883,Non-Life undertakings
FRANCE,2018,Q4,R0060,"Property, plant & equipment held for own use",187322,Other undertakings
FRANCE,2018,Q4,R0070,Investments (other than assets held for index-linked and unit-linked contracts),94124910,Life undertakings
FRANCE,2018,Q4,R0070,Investments (other than assets held for index-linked and unit-linked contracts),19697679,Non-Life undertakings
FRANCE,2018,Q4,R0070,Investments (other than assets held for index-linked and unit-linked contracts),94478805,Other undertakings
FRANCE,2018,Q4,R0220,Assets held for index-linked and unit-linked contracts,18410652,Life undertakings
FRANCE,2018,Q4,R0220,Assets held for index-linked and unit-linked contracts,0,Non-Life undertakings
FRANCE,2018,Q4,R0220,Assets held for index-linked and unit-linked contracts,15345942,Other undertakings
FRANCE,2018,Q4,R0230,Loans and mortgages,1096514,Life undertakings
FRANCE,2018,Q4,R0230,Loans and mortgages,504702,Non-Life undertakings
FRANCE,2018,Q4,R0230,Loans and mortgages,1736292,Other undertakings
FRANCE,2018,Q4,R0270,Reinsurance recoverables from:,2048905,Life undertakings
FRANCE,2018,Q4,R0270,Reinsurance recoverables from:,1797909,Non-Life undertakings
FRANCE,2018,Q4,R0270,Reinsurance recoverables from:,6512158,Other undertakings
FRANCE,2018,Q4,R0350,Deposits to cedants,247022,Life undertakings
FRANCE,2018,Q4,R0350,Deposits to cedants,202359,Non-Life undertakings
FRANCE,2018,Q4,R0350,Deposits to cedants,2614303,Other undertakings
FRANCE,2018,Q4,R0360,Insurance and intermediaries receivables,593489,Life undertakings
FRANCE,2018,Q4,R0360,Insurance and intermediaries receivables,1308526,Non-Life undertakings
FRANCE,2018,Q4,R0360,Insurance and intermediaries receivables,1529740,Other undertakings
FRANCE,2018,Q4,R0370,Reinsurance receivables,54120,Life undertakings
FRANCE,2018,Q4,R0370,Reinsurance receivables,103325,Non-Life undertakings
FRANCE,2018,Q4,R0370,Reinsurance receivables,355067,Other undertakings
FRANCE,2018,Q4,R0380,"Receivables (trade, not insurance)",702850,Life undertakings
FRANCE,2018,Q4,R0380,"Receivables (trade, not insurance)",506948,Non-Life undertakings
FRANCE,2018,Q4,R0380,"Receivables (trade, not insurance)",951386,Other undertakings
FRANCE,2018,Q4,R0390,Own shares (held directly),0,Life undertakings
FRANCE,2018,Q4,R0390,Own shares (held directly),75,Non-Life undertakings
FRANCE,2018,Q4,R0390,Own shares (held directly),37110,Other undertakings
FRANCE,2018,Q4,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Life undertakings
FRANCE,2018,Q4,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Non-Life undertakings
FRANCE,2018,Q4,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Other undertakings
FRANCE,2018,Q4,R0410,Cash and cash equivalents,704820,Life undertakings
FRANCE,2018,Q4,R0410,Cash and cash equivalents,506409,Non-Life undertakings
FRANCE,2018,Q4,R0410,Cash and cash equivalents,713018,Other undertakings
FRANCE,2018,Q4,R0420,"Any other assets, not elsewhere shown",51824,Life undertakings
FRANCE,2018,Q4,R0420,"Any other assets, not elsewhere shown",44448,Non-Life undertakings
FRANCE,2018,Q4,R0420,"Any other assets, not elsewhere shown",81021,Other undertakings
FRANCE,2019,Q1,R0030,Intangible assets,0,Life undertakings
FRANCE,2019,Q1,R0030,Intangible assets,496,Non-Life undertakings
FRANCE,2019,Q1,R0030,Intangible assets,99,Other undertakings
FRANCE,2019,Q1,R0040,Deferred tax assets,718254,Life undertakings
FRANCE,2019,Q1,R0040,Deferred tax assets,14271,Non-Life undertakings
FRANCE,2019,Q1,R0040,Deferred tax assets,305130,Other undertakings
FRANCE,2019,Q1,R0050,Pension benefit surplus,0,Life undertakings
FRANCE,2019,Q1,R0050,Pension benefit surplus,53,Non-Life undertakings
FRANCE,2019,Q1,R0050,Pension benefit surplus,0,Other undertakings
FRANCE,2019,Q1,R0060,"Property, plant & equipment held for own use",92463,Life undertakings
FRANCE,2019,Q1,R0060,"Property, plant & equipment held for own use",393705,Non-Life undertakings
FRANCE,2019,Q1,R0060,"Property, plant & equipment held for own use",231285,Other undertakings
FRANCE,2019,Q1,R0070,Investments (other than assets held for index-linked and unit-linked contracts),97532109,Life undertakings
FRANCE,2019,Q1,R0070,Investments (other than assets held for index-linked and unit-linked contracts),19827991,Non-Life undertakings
FRANCE,2019,Q1,R0070,Investments (other than assets held for index-linked and unit-linked contracts),97105499,Other undertakings
FRANCE,2019,Q1,R0220,Assets held for index-linked and unit-linked contracts,19486496,Life undertakings
FRANCE,2019,Q1,R0220,Assets held for index-linked and unit-linked contracts,0,Non-Life undertakings
FRANCE,2019,Q1,R0220,Assets held for index-linked and unit-linked contracts,16364265,Other undertakings
FRANCE,2019,Q1,R0230,Loans and mortgages,1200767,Life undertakings
FRANCE,2019,Q1,R0230,Loans and mortgages,488554,Non-Life undertakings
FRANCE,2019,Q1,R0230,Loans and mortgages,1573632,Other undertakings
FRANCE,2019,Q1,R0270,Reinsurance recoverables from:,2321592,Life undertakings
FRANCE,2019,Q1,R0270,Reinsurance recoverables from:,1823056,Non-Life undertakings
FRANCE,2019,Q1,R0270,Reinsurance recoverables from:,6812390,Other undertakings
FRANCE,2019,Q1,R0350,Deposits to cedants,261842,Life undertakings
FRANCE,2019,Q1,R0350,Deposits to cedants,202861,Non-Life undertakings
FRANCE,2019,Q1,R0350,Deposits to cedants,2457921,Other undertakings
FRANCE,2019,Q1,R0360,Insurance and intermediaries receivables,828966,Life undertakings
FRANCE,2019,Q1,R0360,Insurance and intermediaries receivables,2110295,Non-Life undertakings
FRANCE,2019,Q1,R0360,Insurance and intermediaries receivables,2281109,Other undertakings
FRANCE,2019,Q1,R0370,Reinsurance receivables,35636,Life undertakings
FRANCE,2019,Q1,R0370,Reinsurance receivables,88437,Non-Life undertakings
FRANCE,2019,Q1,R0370,Reinsurance receivables,122793,Other undertakings
FRANCE,2019,Q1,R0380,"Receivables (trade, not insurance)",797978,Life undertakings
FRANCE,2019,Q1,R0380,"Receivables (trade, not insurance)",537018,Non-Life undertakings
FRANCE,2019,Q1,R0380,"Receivables (trade, not insurance)",1277504,Other undertakings
FRANCE,2019,Q1,R0390,Own shares (held directly),0,Life undertakings
FRANCE,2019,Q1,R0390,Own shares (held directly),777,Non-Life undertakings
FRANCE,2019,Q1,R0390,Own shares (held directly),29395,Other undertakings
FRANCE,2019,Q1,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Life undertakings
FRANCE,2019,Q1,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Non-Life undertakings
FRANCE,2019,Q1,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Other undertakings
FRANCE,2019,Q1,R0410,Cash and cash equivalents,861606,Life undertakings
FRANCE,2019,Q1,R0410,Cash and cash equivalents,627609,Non-Life undertakings
FRANCE,2019,Q1,R0410,Cash and cash equivalents,687902,Other undertakings
FRANCE,2019,Q1,R0420,"Any other assets, not elsewhere shown",76882,Life undertakings
FRANCE,2019,Q1,R0420,"Any other assets, not elsewhere shown",110585,Non-Life undertakings
FRANCE,2019,Q1,R0420,"Any other assets, not elsewhere shown",81888,Other undertakings
FRANCE,2019,Q2,R0030,Intangible assets,0,Life undertakings
FRANCE,2019,Q2,R0030,Intangible assets,491,Non-Life undertakings
FRANCE,2019,Q2,R0030,Intangible assets,0,Other undertakings
FRANCE,2019,Q2,R0040,Deferred tax assets,891762,Life undertakings
FRANCE,2019,Q2,R0040,Deferred tax assets,17988,Non-Life undertakings
FRANCE,2019,Q2,R0040,Deferred tax assets,409366,Other undertakings
FRANCE,2019,Q2,R0050,Pension benefit surplus,0,Life undertakings
FRANCE,2019,Q2,R0050,Pension benefit surplus,258,Non-Life undertakings
FRANCE,2019,Q2,R0050,Pension benefit surplus,0,Other undertakings
FRANCE,2019,Q2,R0060,"Property, plant & equipment held for own use",75061,Life undertakings
FRANCE,2019,Q2,R0060,"Property, plant & equipment held for own use",388950,Non-Life undertakings
FRANCE,2019,Q2,R0060,"Property, plant & equipment held for own use",204255,Other undertakings
FRANCE,2019,Q2,R0070,Investments (other than assets held for index-linked and unit-linked contracts),100075123,Life undertakings
FRANCE,2019,Q2,R0070,Investments (other than assets held for index-linked and unit-linked contracts),19901015,Non-Life undertakings
FRANCE,2019,Q2,R0070,Investments (other than assets held for index-linked and unit-linked contracts),98306195,Other undertakings
FRANCE,2019,Q2,R0220,Assets held for index-linked and unit-linked contracts,19917457,Life undertakings
FRANCE,2019,Q2,R0220,Assets held for index-linked and unit-linked contracts,0,Non-Life undertakings
FRANCE,2019,Q2,R0220,Assets held for index-linked and unit-linked contracts,16660616,Other undertakings
FRANCE,2019,Q2,R0230,Loans and mortgages,1176142,Life undertakings
FRANCE,2019,Q2,R0230,Loans and mortgages,468326,Non-Life undertakings
FRANCE,2019,Q2,R0230,Loans and mortgages,1648296,Other undertakings
FRANCE,2019,Q2,R0270,Reinsurance recoverables from:,2362236,Life undertakings
FRANCE,2019,Q2,R0270,Reinsurance recoverables from:,1871475,Non-Life undertakings
FRANCE,2019,Q2,R0270,Reinsurance recoverables from:,6842611,Other undertakings
FRANCE,2019,Q2,R0350,Deposits to cedants,260715,Life undertakings
FRANCE,2019,Q2,R0350,Deposits to cedants,210279,Non-Life undertakings
FRANCE,2019,Q2,R0350,Deposits to cedants,2493442,Other undertakings
FRANCE,2019,Q2,R0360,Insurance and intermediaries receivables,927351,Life undertakings
FRANCE,2019,Q2,R0360,Insurance and intermediaries receivables,1952894,Non-Life undertakings
FRANCE,2019,Q2,R0360,Insurance and intermediaries receivables,1929858,Other undertakings
FRANCE,2019,Q2,R0370,Reinsurance receivables,57059,Life undertakings
FRANCE,2019,Q2,R0370,Reinsurance receivables,60338,Non-Life undertakings
FRANCE,2019,Q2,R0370,Reinsurance receivables,118507,Other undertakings
FRANCE,2019,Q2,R0380,"Receivables (trade, not insurance)",639459,Life undertakings
FRANCE,2019,Q2,R0380,"Receivables (trade, not insurance)",517708,Non-Life undertakings
FRANCE,2019,Q2,R0380,"Receivables (trade, not insurance)",1040752,Other undertakings
FRANCE,2019,Q2,R0390,Own shares (held directly),0,Life undertakings
FRANCE,2019,Q2,R0390,Own shares (held directly),549,Non-Life undertakings
FRANCE,2019,Q2,R0390,Own shares (held directly),7107,Other undertakings
FRANCE,2019,Q2,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Life undertakings
FRANCE,2019,Q2,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Non-Life undertakings
FRANCE,2019,Q2,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Other undertakings
FRANCE,2019,Q2,R0410,Cash and cash equivalents,1096298,Life undertakings
FRANCE,2019,Q2,R0410,Cash and cash equivalents,654846,Non-Life undertakings
FRANCE,2019,Q2,R0410,Cash and cash equivalents,736679,Other undertakings
FRANCE,2019,Q2,R0420,"Any other assets, not elsewhere shown",73723,Life undertakings
FRANCE,2019,Q2,R0420,"Any other assets, not elsewhere shown",60591,Non-Life undertakings
FRANCE,2019,Q2,R0420,"Any other assets, not elsewhere shown",111075,Other undertakings
FRANCE,2019,Q3,R0030,Intangible assets,0,Life undertakings
FRANCE,2019,Q3,R0030,Intangible assets,479,Non-Life undertakings
FRANCE,2019,Q3,R0030,Intangible assets,99,Other undertakings
FRANCE,2019,Q3,R0040,Deferred tax assets,1005364,Life undertakings
FRANCE,2019,Q3,R0040,Deferred tax assets,33767,Non-Life undertakings
FRANCE,2019,Q3,R0040,Deferred tax assets,466369,Other undertakings
FRANCE,2019,Q3,R0050,Pension benefit surplus,0,Life undertakings
FRANCE,2019,Q3,R0050,Pension benefit surplus,310,Non-Life undertakings
FRANCE,2019,Q3,R0050,Pension benefit surplus,0,Other undertakings
FRANCE,2019,Q3,R0060,"Property, plant & equipment held for own use",77519,Life undertakings
FRANCE,2019,Q3,R0060,"Property, plant & equipment held for own use",394612,Non-Life undertakings
FRANCE,2019,Q3,R0060,"Property, plant & equipment held for own use",235551,Other undertakings
FRANCE,2019,Q3,R0070,Investments (other than assets held for index-linked and unit-linked contracts),102704056,Life undertakings
FRANCE,2019,Q3,R0070,Investments (other than assets held for index-linked and unit-linked contracts),21083179,Non-Life undertakings
FRANCE,2019,Q3,R0070,Investments (other than assets held for index-linked and unit-linked contracts),101154112,Other undertakings
FRANCE,2019,Q3,R0220,Assets held for index-linked and unit-linked contracts,20256100,Life undertakings
FRANCE,2019,Q3,R0220,Assets held for index-linked and unit-linked contracts,0,Non-Life undertakings
FRANCE,2019,Q3,R0220,Assets held for index-linked and unit-linked contracts,17115143,Other undertakings
FRANCE,2019,Q3,R0230,Loans and mortgages,1071158,Life undertakings
FRANCE,2019,Q3,R0230,Loans and mortgages,517658,Non-Life undertakings
FRANCE,2019,Q3,R0230,Loans and mortgages,1857109,Other undertakings
FRANCE,2019,Q3,R0270,Reinsurance recoverables from:,2237132,Life undertakings
FRANCE,2019,Q3,R0270,Reinsurance recoverables from:,2521966,Non-Life undertakings
FRANCE,2019,Q3,R0270,Reinsurance recoverables from:,7086781,Other undertakings
FRANCE,2019,Q3,R0350,Deposits to cedants,265989,Life undertakings
FRANCE,2019,Q3,R0350,Deposits to cedants,215729,Non-Life undertakings
FRANCE,2019,Q3,R0350,Deposits to cedants,2552240,Other undertakings
FRANCE,2019,Q3,R0360,Insurance and intermediaries receivables,659634,Life undertakings
FRANCE,2019,Q3,R0360,Insurance and intermediaries receivables,1686431,Non-Life undertakings
FRANCE,2019,Q3,R0360,Insurance and intermediaries receivables,2063283,Other undertakings
FRANCE,2019,Q3,R0370,Reinsurance receivables,42153,Life undertakings
FRANCE,2019,Q3,R0370,Reinsurance receivables,142480,Non-Life undertakings
FRANCE,2019,Q3,R0370,Reinsurance receivables,98809,Other undertakings
FRANCE,2019,Q3,R0380,"Receivables (trade, not insurance)",649620,Life undertakings
FRANCE,2019,Q3,R0380,"Receivables (trade, not insurance)",663314,Non-Life undertakings
FRANCE,2019,Q3,R0380,"Receivables (trade, not insurance)",1174787,Other undertakings
FRANCE,2019,Q3,R0390,Own shares (held directly),0,Life undertakings
FRANCE,2019,Q3,R0390,Own shares (held directly),589,Non-Life undertakings
FRANCE,2019,Q3,R0390,Own shares (held directly),6438,Other undertakings
FRANCE,2019,Q3,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Life undertakings
FRANCE,2019,Q3,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Non-Life undertakings
FRANCE,2019,Q3,R0400,Amounts due in respect of own fund items or initial fund called up but not yet paid in,0,Other undertakings
FRANCE,2019,Q3,R0410,Cash and cash equivalents,1126438,Life undertakings
FRANCE,2019,Q3,R0410,Cash and cash equivalents,739447,Non-Life undertakings
FRANCE,2019,Q3,R0410,Cash and cash equivalents,721265,Other undertakings
FRANCE,2019,Q3,R0420,"Any other assets, not elsewhere shown",89292,Life undertakings
FRANCE,2019,Q3,R0420,"Any other assets, not elsewhere shown",90264,Non-Life undertakings
FRANCE,2019,Q3,R0420,"Any other assets, not elsewhere shown",135436,Other undertakings
FRANCE,2019,Q4,R0030,Intangible assets,0,Life undertakings
