Country,Year,Period,Item code,Item name,Value,Undertaking type
BELGIUM,2016,Q3,R0770,Deposits from reinsurers,23341,Life undertakings
BELGIUM,2016,Q3,R0770,Deposits from reinsurers,120943,Non-Life undertakings
BELGIUM,2016,Q3,R0770,Deposits from reinsurers,638202,Other undertakings
BELGIUM,2016,Q3,R0780,Deferred tax liabilities,79704,Life undertakings
BELGIUM,2016,Q3,R0780,Deferred tax liabilities,40177,Non-Life undertakings
BELGIUM,2016,Q3,R0780,Deferred tax liabilities,237682,Other undertakings
BELGIUM,2016,Q3,R0790,Derivatives,26967,Life undertakings
BELGIUM,2016,Q3,R0790,Derivatives,32,Non-Life undertakings
BELGIUM,2016,Q3,R0790,Derivatives,80637,Other undertakings
BELGIUM,2016,Q3,R0800,Debts owed to credit institutions,24066,Life undertakings
BELGIUM,2016,Q3,R0800,Debts owed to credit institutions,1596,Non-Life undertakings
BELGIUM,2016,Q3,R0800,Debts owed to credit institutions,430415,Other undertakings
BELGIUM,2016,Q3,R0810,Financial liabilities other than debts owed to credit institutions,17705,Life undertakings
BELGIUM,2016,Q3,R0810,Financial liabilities other than debts owed to credit institutions,6890,Non-Life undertakings
BELGIUM,2016,Q3,R0810,Financial liabilities other than debts owed to credit institutions,384645,Other undertakings
BELGIUM,2016,Q3,R0820,Insurance & intermediaries payables,8518,Life undertakings
BELGIUM,2016,Q3,R0820,Insurance & intermediaries payables,32662,Non-Life undertakings
BELGIUM,2016,Q3,R0820,Insurance & intermediaries payables,137558,Other undertakings
BELGIUM,2016,Q3,R0830,Reinsurance payables,1345,Life undertakings
BELGIUM,2016,Q3,R0830,Reinsurance payables,21233,Non-Life undertakings
BELGIUM,2016,Q3,R0830,Reinsurance payables,28929,Other undertakings
BELGIUM,2016,Q3,R0840,"Payables (trade, not insurance)",38586,Life undertakings
BELGIUM,2016,Q3,R0840,"Payables (trade, not insurance)",37326,Non-Life undertakings
BELGIUM,2016,Q3,R0840,"Payables (trade, not insurance)",170960,Other undertakings
BELGIUM,2016,Q3,R0850,Subordinated liabilities,36441,Life undertakings
BELGIUM,2016,Q3,R0850,Subordinated liabilities,1598,Non-Life undertakings
BELGIUM,2016,Q3,R0850,Subordinated liabilities,330107,Other undertakings
BELGIUM,2016,Q3,R0880,"Any other liabilities, not elsewhere shown",3399,Life undertakings
BELGIUM,2016,Q3,R0880,"Any other liabilities, not elsewhere shown",17091,Non-Life undertakings
BELGIUM,2016,Q3,R0880,"Any other liabilities, not elsewhere shown",111561,Other undertakings
BELGIUM,2016,Q4,R0510,Technical provisions – non-life,4855,Life undertakings
BELGIUM,2016,Q4,R0510,Technical provisions – non-life,352308,Non-Life undertakings
BELGIUM,2016,Q4,R0510,Technical provisions – non-life,1608429,Other undertakings
BELGIUM,2016,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),1182825,Life undertakings
BELGIUM,2016,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),274887,Non-Life undertakings
BELGIUM,2016,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),19804072,Other undertakings
BELGIUM,2016,Q4,R0690,Technical provisions – index-linked and unit-linked,166911,Life undertakings
BELGIUM,2016,Q4,R0690,Technical provisions – index-linked and unit-linked,0,Non-Life undertakings
BELGIUM,2016,Q4,R0690,Technical provisions – index-linked and unit-linked,2953606,Other undertakings
BELGIUM,2016,Q4,R0740,Contingent liabilities,0,Life undertakings
BELGIUM,2016,Q4,R0740,Contingent liabilities,2523,Non-Life undertakings
BELGIUM,2016,Q4,R0740,Contingent liabilities,9260,Other undertakings
BELGIUM,2016,Q4,R0750,Provisions other than technical provisions,200,Life undertakings
BELGIUM,2016,Q4,R0750,Provisions other than technical provisions,8870,Non-Life undertakings
BELGIUM,2016,Q4,R0750,Provisions other than technical provisions,64830,Other undertakings
BELGIUM,2016,Q4,R0760,Pension benefit obligations,1119,Life undertakings
BELGIUM,2016,Q4,R0760,Pension benefit obligations,22345,Non-Life undertakings
BELGIUM,2016,Q4,R0760,Pension benefit obligations,198424,Other undertakings
BELGIUM,2016,Q4,R0770,Deposits from reinsurers,22172,Life undertakings
BELGIUM,2016,Q4,R0770,Deposits from reinsurers,126838,Non-Life undertakings
BELGIUM,2016,Q4,R0770,Deposits from reinsurers,327960,Other undertakings
BELGIUM,2016,Q4,R0780,Deferred tax liabilities,15306,Life undertakings
BELGIUM,2016,Q4,R0780,Deferred tax liabilities,44495,Non-Life undertakings
BELGIUM,2016,Q4,R0780,Deferred tax liabilities,297779,Other undertakings
BELGIUM,2016,Q4,R0790,Derivatives,539,Life undertakings
BELGIUM,2016,Q4,R0790,Derivatives,223,Non-Life undertakings
BELGIUM,2016,Q4,R0790,Derivatives,106406,Other undertakings
BELGIUM,2016,Q4,R0800,Debts owed to credit institutions,24381,Life undertakings
BELGIUM,2016,Q4,R0800,Debts owed to credit institutions,1866,Non-Life undertakings
BELGIUM,2016,Q4,R0800,Debts owed to credit institutions,516795,Other undertakings
BELGIUM,2016,Q4,R0810,Financial liabilities other than debts owed to credit institutions,16608,Life undertakings
BELGIUM,2016,Q4,R0810,Financial liabilities other than debts owed to credit institutions,6760,Non-Life undertakings
BELGIUM,2016,Q4,R0810,Financial liabilities other than debts owed to credit institutions,383700,Other undertakings
BELGIUM,2016,Q4,R0820,Insurance & intermediaries payables,13802,Life undertakings
BELGIUM,2016,Q4,R0820,Insurance & intermediaries payables,37063,Non-Life undertakings
BELGIUM,2016,Q4,R0820,Insurance & intermediaries payables,169454,Other undertakings
BELGIUM,2016,Q4,R0830,Reinsurance payables,669,Life undertakings
BELGIUM,2016,Q4,R0830,Reinsurance payables,32312,Non-Life undertakings
BELGIUM,2016,Q4,R0830,Reinsurance payables,26655,Other undertakings
BELGIUM,2016,Q4,R0840,"Payables (trade, not insurance)",8089,Life undertakings
BELGIUM,2016,Q4,R0840,"Payables (trade, not insurance)",30742,Non-Life undertakings
BELGIUM,2016,Q4,R0840,"Payables (trade, not insurance)",176507,Other undertakings
BELGIUM,2016,Q4,R0850,Subordinated liabilities,20011,Life undertakings
BELGIUM,2016,Q4,R0850,Subordinated liabilities,4483,Non-Life undertakings
BELGIUM,2016,Q4,R0850,Subordinated liabilities,366555,Other undertakings
BELGIUM,2016,Q4,R0880,"Any other liabilities, not elsewhere shown",2384,Life undertakings
BELGIUM,2016,Q4,R0880,"Any other liabilities, not elsewhere shown",17689,Non-Life undertakings
BELGIUM,2016,Q4,R0880,"Any other liabilities, not elsewhere shown",108362,Other undertakings
BELGIUM,2017,Q1,R0510,Technical provisions – non-life,1087,Life undertakings
BELGIUM,2017,Q1,R0510,Technical provisions – non-life,375466,Non-Life undertakings
BELGIUM,2017,Q1,R0510,Technical provisions – non-life,1664681,Other undertakings
BELGIUM,2017,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),1155007,Life undertakings
BELGIUM,2017,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),268143,Non-Life undertakings
BELGIUM,2017,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),19360608,Other undertakings
BELGIUM,2017,Q1,R0690,Technical provisions – index-linked and unit-linked,168695,Life undertakings
BELGIUM,2017,Q1,R0690,Technical provisions – index-linked and unit-linked,0,Non-Life undertakings
BELGIUM,2017,Q1,R0690,Technical provisions – index-linked and unit-linked,3054968,Other undertakings
BELGIUM,2017,Q1,R0740,Contingent liabilities,0,Life undertakings
BELGIUM,2017,Q1,R0740,Contingent liabilities,2840,Non-Life undertakings
BELGIUM,2017,Q1,R0740,Contingent liabilities,2516,Other undertakings
BELGIUM,2017,Q1,R0750,Provisions other than technical provisions,181,Life undertakings
BELGIUM,2017,Q1,R0750,Provisions other than technical provisions,8411,Non-Life undertakings
BELGIUM,2017,Q1,R0750,Provisions other than technical provisions,68530,Other undertakings
BELGIUM,2017,Q1,R0760,Pension benefit obligations,931,Life undertakings
BELGIUM,2017,Q1,R0760,Pension benefit obligations,21990,Non-Life undertakings
BELGIUM,2017,Q1,R0760,Pension benefit obligations,219451,Other undertakings
BELGIUM,2017,Q1,R0770,Deposits from reinsurers,21887,Life undertakings
BELGIUM,2017,Q1,R0770,Deposits from reinsurers,134263,Non-Life undertakings
BELGIUM,2017,Q1,R0770,Deposits from reinsurers,331628,Other undertakings
BELGIUM,2017,Q1,R0780,Deferred tax liabilities,13612,Life undertakings
BELGIUM,2017,Q1,R0780,Deferred tax liabilities,41188,Non-Life undertakings
BELGIUM,2017,Q1,R0780,Deferred tax liabilities,268510,Other undertakings
BELGIUM,2017,Q1,R0790,Derivatives,876,Life undertakings
BELGIUM,2017,Q1,R0790,Derivatives,139,Non-Life undertakings
BELGIUM,2017,Q1,R0790,Derivatives,95341,Other undertakings
BELGIUM,2017,Q1,R0800,Debts owed to credit institutions,24060,Life undertakings
BELGIUM,2017,Q1,R0800,Debts owed to credit institutions,1524,Non-Life undertakings
BELGIUM,2017,Q1,R0800,Debts owed to credit institutions,447720,Other undertakings
BELGIUM,2017,Q1,R0810,Financial liabilities other than debts owed to credit institutions,15592,Life undertakings
BELGIUM,2017,Q1,R0810,Financial liabilities other than debts owed to credit institutions,7420,Non-Life undertakings
BELGIUM,2017,Q1,R0810,Financial liabilities other than debts owed to credit institutions,387517,Other undertakings
BELGIUM,2017,Q1,R0820,Insurance & intermediaries payables,11720,Life undertakings
BELGIUM,2017,Q1,R0820,Insurance & intermediaries payables,37678,Non-Life undertakings
BELGIUM,2017,Q1,R0820,Insurance & intermediaries payables,148378,Other undertakings
BELGIUM,2017,Q1,R0830,Reinsurance payables,636,Life undertakings
BELGIUM,2017,Q1,R0830,Reinsurance payables,33457,Non-Life undertakings
BELGIUM,2017,Q1,R0830,Reinsurance payables,26571,Other undertakings
BELGIUM,2017,Q1,R0840,"Payables (trade, not insurance)",7145,Life undertakings
BELGIUM,2017,Q1,R0840,"Payables (trade, not insurance)",40330,Non-Life undertakings
BELGIUM,2017,Q1,R0840,"Payables (trade, not insurance)",184641,Other undertakings
BELGIUM,2017,Q1,R0850,Subordinated liabilities,19934,Life undertakings
BELGIUM,2017,Q1,R0850,Subordinated liabilities,4483,Non-Life undertakings
BELGIUM,2017,Q1,R0850,Subordinated liabilities,363480,Other undertakings
BELGIUM,2017,Q1,R0880,"Any other liabilities, not elsewhere shown",2861,Life undertakings
BELGIUM,2017,Q1,R0880,"Any other liabilities, not elsewhere shown",12702,Non-Life undertakings
BELGIUM,2017,Q1,R0880,"Any other liabilities, not elsewhere shown",123346,Other undertakings
BELGIUM,2017,Q2,R0510,Technical provisions – non-life,1357,Life undertakings
BELGIUM,2017,Q2,R0510,Technical provisions – non-life,374897,Non-Life undertakings
BELGIUM,2017,Q2,R0510,Technical provisions – non-life,1638979,Other undertakings
BELGIUM,2017,Q2,R0600,Technical provisions - life (excluding index-linked and unit-linked),1137019,Life undertakings
BELGIUM,2017,Q2,R0600,Technical provisions - life (excluding index-linked and unit-linked),265955,Non-Life undertakings
BELGIUM,2017,Q2,R0600,Technical provisions - life (excluding index-linked and unit-linked),19057087,Other undertakings
BELGIUM,2017,Q2,R0690,Technical provisions – index-linked and unit-linked,170484,Life undertakings
BELGIUM,2017,Q2,R0690,Technical provisions – index-linked and unit-linked,0,Non-Life undertakings
BELGIUM,2017,Q2,R0690,Technical provisions – index-linked and unit-linked,3144079,Other undertakings
BELGIUM,2017,Q2,R0740,Contingent liabilities,0,Life undertakings
BELGIUM,2017,Q2,R0740,Contingent liabilities,1844,Non-Life undertakings
BELGIUM,2017,Q2,R0740,Contingent liabilities,3536,Other undertakings
BELGIUM,2017,Q2,R0750,Provisions other than technical provisions,169,Life undertakings
BELGIUM,2017,Q2,R0750,Provisions other than technical provisions,8025,Non-Life undertakings
BELGIUM,2017,Q2,R0750,Provisions other than technical provisions,65471,Other undertakings
BELGIUM,2017,Q2,R0760,Pension benefit obligations,907,Life undertakings
BELGIUM,2017,Q2,R0760,Pension benefit obligations,21909,Non-Life undertakings
BELGIUM,2017,Q2,R0760,Pension benefit obligations,227188,Other undertakings
BELGIUM,2017,Q2,R0770,Deposits from reinsurers,4390,Life undertakings
BELGIUM,2017,Q2,R0770,Deposits from reinsurers,131926,Non-Life undertakings
BELGIUM,2017,Q2,R0770,Deposits from reinsurers,330096,Other undertakings
BELGIUM,2017,Q2,R0780,Deferred tax liabilities,15544,Life undertakings
BELGIUM,2017,Q2,R0780,Deferred tax liabilities,40075,Non-Life undertakings
BELGIUM,2017,Q2,R0780,Deferred tax liabilities,281588,Other undertakings
BELGIUM,2017,Q2,R0790,Derivatives,810,Life undertakings
BELGIUM,2017,Q2,R0790,Derivatives,0,Non-Life undertakings
BELGIUM,2017,Q2,R0790,Derivatives,90687,Other undertakings
BELGIUM,2017,Q2,R0800,Debts owed to credit institutions,26136,Life undertakings
BELGIUM,2017,Q2,R0800,Debts owed to credit institutions,1529,Non-Life undertakings
BELGIUM,2017,Q2,R0800,Debts owed to credit institutions,438216,Other undertakings
BELGIUM,2017,Q2,R0810,Financial liabilities other than debts owed to credit institutions,15350,Life undertakings
BELGIUM,2017,Q2,R0810,Financial liabilities other than debts owed to credit institutions,9767,Non-Life undertakings
BELGIUM,2017,Q2,R0810,Financial liabilities other than debts owed to credit institutions,400885,Other undertakings
BELGIUM,2017,Q2,R0820,Insurance & intermediaries payables,6939,Life undertakings
BELGIUM,2017,Q2,R0820,Insurance & intermediaries payables,39851,Non-Life undertakings
BELGIUM,2017,Q2,R0820,Insurance & intermediaries payables,140629,Other undertakings
BELGIUM,2017,Q2,R0830,Reinsurance payables,746,Life undertakings
BELGIUM,2017,Q2,R0830,Reinsurance payables,31898,Non-Life undertakings
BELGIUM,2017,Q2,R0830,Reinsurance payables,22390,Other undertakings
BELGIUM,2017,Q2,R0840,"Payables (trade, not insurance)",4640,Life undertakings
BELGIUM,2017,Q2,R0840,"Payables (trade, not insurance)",36557,Non-Life undertakings
BELGIUM,2017,Q2,R0840,"Payables (trade, not insurance)",190538,Other undertakings
BELGIUM,2017,Q2,R0850,Subordinated liabilities,21565,Life undertakings
BELGIUM,2017,Q2,R0850,Subordinated liabilities,4483,Non-Life undertakings
BELGIUM,2017,Q2,R0850,Subordinated liabilities,359099,Other undertakings
BELGIUM,2017,Q2,R0880,"Any other liabilities, not elsewhere shown",1569,Life undertakings
BELGIUM,2017,Q2,R0880,"Any other liabilities, not elsewhere shown",11072,Non-Life undertakings
BELGIUM,2017,Q2,R0880,"Any other liabilities, not elsewhere shown",106887,Other undertakings
BELGIUM,2017,Q3,R0510,Technical provisions – non-life,1109,Life undertakings
BELGIUM,2017,Q3,R0510,Technical provisions – non-life,369839,Non-Life undertakings
BELGIUM,2017,Q3,R0510,Technical provisions – non-life,1624025,Other undertakings
BELGIUM,2017,Q3,R0600,Technical provisions - life (excluding index-linked and unit-linked),1125573,Life undertakings
BELGIUM,2017,Q3,R0600,Technical provisions - life (excluding index-linked and unit-linked),265309,Non-Life undertakings
BELGIUM,2017,Q3,R0600,Technical provisions - life (excluding index-linked and unit-linked),18967034,Other undertakings
BELGIUM,2017,Q3,R0690,Technical provisions – index-linked and unit-linked,175490,Life undertakings
BELGIUM,2017,Q3,R0690,Technical provisions – index-linked and unit-linked,0,Non-Life undertakings
BELGIUM,2017,Q3,R0690,Technical provisions – index-linked and unit-linked,3229596,Other undertakings
BELGIUM,2017,Q3,R0740,Contingent liabilities,0,Life undertakings
BELGIUM,2017,Q3,R0740,Contingent liabilities,2037,Non-Life undertakings
BELGIUM,2017,Q3,R0740,Contingent liabilities,1844,Other undertakings
BELGIUM,2017,Q3,R0750,Provisions other than technical provisions,117,Life undertakings
BELGIUM,2017,Q3,R0750,Provisions other than technical provisions,8598,Non-Life undertakings
BELGIUM,2017,Q3,R0750,Provisions other than technical provisions,63680,Other undertakings
BELGIUM,2017,Q3,R0760,Pension benefit obligations,915,Life undertakings
BELGIUM,2017,Q3,R0760,Pension benefit obligations,27372,Non-Life undertakings
BELGIUM,2017,Q3,R0760,Pension benefit obligations,197621,Other undertakings
BELGIUM,2017,Q3,R0770,Deposits from reinsurers,4330,Life undertakings
BELGIUM,2017,Q3,R0770,Deposits from reinsurers,131451,Non-Life undertakings
BELGIUM,2017,Q3,R0770,Deposits from reinsurers,331489,Other undertakings
BELGIUM,2017,Q3,R0780,Deferred tax liabilities,16518,Life undertakings
BELGIUM,2017,Q3,R0780,Deferred tax liabilities,40932,Non-Life undertakings
BELGIUM,2017,Q3,R0780,Deferred tax liabilities,252490,Other undertakings
BELGIUM,2017,Q3,R0790,Derivatives,50,Life undertakings
BELGIUM,2017,Q3,R0790,Derivatives,261,Non-Life undertakings
BELGIUM,2017,Q3,R0790,Derivatives,86993,Other undertakings
BELGIUM,2017,Q3,R0800,Debts owed to credit institutions,26951,Life undertakings
BELGIUM,2017,Q3,R0800,Debts owed to credit institutions,1866,Non-Life undertakings
BELGIUM,2017,Q3,R0800,Debts owed to credit institutions,455379,Other undertakings
BELGIUM,2017,Q3,R0810,Financial liabilities other than debts owed to credit institutions,15306,Life undertakings
BELGIUM,2017,Q3,R0810,Financial liabilities other than debts owed to credit institutions,10800,Non-Life undertakings
BELGIUM,2017,Q3,R0810,Financial liabilities other than debts owed to credit institutions,400723,Other undertakings
BELGIUM,2017,Q3,R0820,Insurance & intermediaries payables,7646,Life undertakings
BELGIUM,2017,Q3,R0820,Insurance & intermediaries payables,36376,Non-Life undertakings
BELGIUM,2017,Q3,R0820,Insurance & intermediaries payables,146666,Other undertakings
BELGIUM,2017,Q3,R0830,Reinsurance payables,894,Life undertakings
BELGIUM,2017,Q3,R0830,Reinsurance payables,30968,Non-Life undertakings
BELGIUM,2017,Q3,R0830,Reinsurance payables,21355,Other undertakings
BELGIUM,2017,Q3,R0840,"Payables (trade, not insurance)",4951,Life undertakings
BELGIUM,2017,Q3,R0840,"Payables (trade, not insurance)",44216,Non-Life undertakings
BELGIUM,2017,Q3,R0840,"Payables (trade, not insurance)",154559,Other undertakings
BELGIUM,2017,Q3,R0850,Subordinated liabilities,21296,Life undertakings
BELGIUM,2017,Q3,R0850,Subordinated liabilities,4483,Non-Life undertakings
BELGIUM,2017,Q3,R0850,Subordinated liabilities,362153,Other undertakings
BELGIUM,2017,Q3,R0880,"Any other liabilities, not elsewhere shown",1711,Life undertakings
BELGIUM,2017,Q3,R0880,"Any other liabilities, not elsewhere shown",12810,Non-Life undertakings
BELGIUM,2017,Q3,R0880,"Any other liabilities, not elsewhere shown",99269,Other undertakings
BELGIUM,2017,Q4,R0510,Technical provisions – non-life,1072,Life undertakings
BELGIUM,2017,Q4,R0510,Technical provisions – non-life,352942,Non-Life undertakings
BELGIUM,2017,Q4,R0510,Technical provisions – non-life,1602737,Other undertakings
BELGIUM,2017,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),1115536,Life undertakings
BELGIUM,2017,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),167594,Non-Life undertakings
BELGIUM,2017,Q4,R0600,Technical provisions - life (excluding index-linked and unit-linked),19336248,Other undertakings
BELGIUM,2017,Q4,R0690,Technical provisions – index-linked and unit-linked,182284,Life undertakings
BELGIUM,2017,Q4,R0690,Technical provisions – index-linked and unit-linked,0,Non-Life undertakings
BELGIUM,2017,Q4,R0690,Technical provisions – index-linked and unit-linked,3322224,Other undertakings
BELGIUM,2017,Q4,R0740,Contingent liabilities,0,Life undertakings
BELGIUM,2017,Q4,R0740,Contingent liabilities,215,Non-Life undertakings
BELGIUM,2017,Q4,R0740,Contingent liabilities,2737,Other undertakings
BELGIUM,2017,Q4,R0750,Provisions other than technical provisions,117,Life undertakings
BELGIUM,2017,Q4,R0750,Provisions other than technical provisions,8660,Non-Life undertakings
BELGIUM,2017,Q4,R0750,Provisions other than technical provisions,62459,Other undertakings
BELGIUM,2017,Q4,R0760,Pension benefit obligations,961,Life undertakings
BELGIUM,2017,Q4,R0760,Pension benefit obligations,28018,Non-Life undertakings
BELGIUM,2017,Q4,R0760,Pension benefit obligations,208560,Other undertakings
BELGIUM,2017,Q4,R0770,Deposits from reinsurers,4297,Life undertakings
BELGIUM,2017,Q4,R0770,Deposits from reinsurers,19530,Non-Life undertakings
BELGIUM,2017,Q4,R0770,Deposits from reinsurers,348625,Other undertakings
BELGIUM,2017,Q4,R0780,Deferred tax liabilities,14021,Life undertakings
BELGIUM,2017,Q4,R0780,Deferred tax liabilities,36833,Non-Life undertakings
BELGIUM,2017,Q4,R0780,Deferred tax liabilities,161747,Other undertakings
BELGIUM,2017,Q4,R0790,Derivatives,239,Life undertakings
BELGIUM,2017,Q4,R0790,Derivatives,135,Non-Life undertakings
BELGIUM,2017,Q4,R0790,Derivatives,87337,Other undertakings
BELGIUM,2017,Q4,R0800,Debts owed to credit institutions,26748,Life undertakings
BELGIUM,2017,Q4,R0800,Debts owed to credit institutions,2487,Non-Life undertakings
BELGIUM,2017,Q4,R0800,Debts owed to credit institutions,444875,Other undertakings
BELGIUM,2017,Q4,R0810,Financial liabilities other than debts owed to credit institutions,63,Life undertakings
BELGIUM,2017,Q4,R0810,Financial liabilities other than debts owed to credit institutions,13001,Non-Life undertakings
BELGIUM,2017,Q4,R0810,Financial liabilities other than debts owed to credit institutions,404961,Other undertakings
BELGIUM,2017,Q4,R0820,Insurance & intermediaries payables,8970,Life undertakings
BELGIUM,2017,Q4,R0820,Insurance & intermediaries payables,33349,Non-Life undertakings
BELGIUM,2017,Q4,R0820,Insurance & intermediaries payables,169723,Other undertakings
BELGIUM,2017,Q4,R0830,Reinsurance payables,1492,Life undertakings
BELGIUM,2017,Q4,R0830,Reinsurance payables,29189,Non-Life undertakings
BELGIUM,2017,Q4,R0830,Reinsurance payables,22595,Other undertakings
BELGIUM,2017,Q4,R0840,"Payables (trade, not insurance)",22204,Life undertakings
BELGIUM,2017,Q4,R0840,"Payables (trade, not insurance)",35273,Non-Life undertakings
BELGIUM,2017,Q4,R0840,"Payables (trade, not insurance)",168852,Other undertakings
BELGIUM,2017,Q4,R0850,Subordinated liabilities,21199,Life undertakings
BELGIUM,2017,Q4,R0850,Subordinated liabilities,4483,Non-Life undertakings
BELGIUM,2017,Q4,R0850,Subordinated liabilities,361628,Other undertakings
BELGIUM,2017,Q4,R0880,"Any other liabilities, not elsewhere shown",2030,Life undertakings
BELGIUM,2017,Q4,R0880,"Any other liabilities, not elsewhere shown",12155,Non-Life undertakings
BELGIUM,2017,Q4,R0880,"Any other liabilities, not elsewhere shown",94962,Other undertakings
BELGIUM,2018,Q1,R0510,Technical provisions – non-life,0,Life undertakings
BELGIUM,2018,Q1,R0510,Technical provisions – non-life,367542,Non-Life undertakings
BELGIUM,2018,Q1,R0510,Technical provisions – non-life,1680727,Other undertakings
BELGIUM,2018,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),748141,Life undertakings
BELGIUM,2018,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),167671,Non-Life undertakings
BELGIUM,2018,Q1,R0600,Technical provisions - life (excluding index-linked and unit-linked),19495278,Other undertakings
BELGIUM,2018,Q1,R0690,Technical provisions – index-linked and unit-linked,101136,Life undertakings
BELGIUM,2018,Q1,R0690,Technical provisions – index-linked and unit-linked,0,Non-Life undertakings
BELGIUM,2018,Q1,R0690,Technical provisions – index-linked and unit-linked,3421976,Other undertakings
BELGIUM,2018,Q1,R0740,Contingent liabilities,0,Life undertakings
BELGIUM,2018,Q1,R0740,Contingent liabilities,168,Non-Life undertakings
BELGIUM,2018,Q1,R0740,Contingent liabilities,3427,Other undertakings
BELGIUM,2018,Q1,R0750,Provisions other than technical provisions,86,Life undertakings
BELGIUM,2018,Q1,R0750,Provisions other than technical provisions,8279,Non-Life undertakings
BELGIUM,2018,Q1,R0750,Provisions other than technical provisions,59716,Other undertakings
BELGIUM,2018,Q1,R0760,Pension benefit obligations,2,Life undertakings
BELGIUM,2018,Q1,R0760,Pension benefit obligations,28040,Non-Life undertakings
BELGIUM,2018,Q1,R0760,Pension benefit obligations,203132,Other undertakings
BELGIUM,2018,Q1,R0770,Deposits from reinsurers,133,Life undertakings
BELGIUM,2018,Q1,R0770,Deposits from reinsurers,20257,Non-Life undertakings
BELGIUM,2018,Q1,R0770,Deposits from reinsurers,380508,Other undertakings
BELGIUM,2018,Q1,R0780,Deferred tax liabilities,6071,Life undertakings
BELGIUM,2018,Q1,R0780,Deferred tax liabilities,34884,Non-Life undertakings
BELGIUM,2018,Q1,R0780,Deferred tax liabilities,182230,Other undertakings
BELGIUM,2018,Q1,R0790,Derivatives,299,Life undertakings
BELGIUM,2018,Q1,R0790,Derivatives,121,Non-Life undertakings
BELGIUM,2018,Q1,R0790,Derivatives,87439,Other undertakings
BELGIUM,2018,Q1,R0800,Debts owed to credit institutions,26562,Life undertakings
BELGIUM,2018,Q1,R0800,Debts owed to credit institutions,2617,Non-Life undertakings
BELGIUM,2018,Q1,R0800,Debts owed to credit institutions,356504,Other undertakings
BELGIUM,2018,Q1,R0810,Financial liabilities other than debts owed to credit institutions,63,Life undertakings
BELGIUM,2018,Q1,R0810,Financial liabilities other than debts owed to credit institutions,14757,Non-Life undertakings
BELGIUM,2018,Q1,R0810,Financial liabilities other than debts owed to credit institutions,405519,Other undertakings
BELGIUM,2018,Q1,R0820,Insurance & intermediaries payables,1917,Life undertakings
BELGIUM,2018,Q1,R0820,Insurance & intermediaries payables,37071,Non-Life undertakings
BELGIUM,2018,Q1,R0820,Insurance & intermediaries payables,153562,Other undertakings
BELGIUM,2018,Q1,R0830,Reinsurance payables,855,Life undertakings
BELGIUM,2018,Q1,R0830,Reinsurance payables,33605,Non-Life undertakings
BELGIUM,2018,Q1,R0830,Reinsurance payables,27446,Other undertakings
BELGIUM,2018,Q1,R0840,"Payables (trade, not insurance)",20616,Life undertakings
BELGIUM,2018,Q1,R0840,"Payables (trade, not insurance)",40195,Non-Life undertakings
BELGIUM,2018,Q1,R0840,"Payables (trade, not insurance)",194472,Other undertakings
BELGIUM,2018,Q1,R0850,Subordinated liabilities,21296,Life undertakings
BELGIUM,2018,Q1,R0850,Subordinated liabilities,4483,Non-Life undertakings
BELGIUM,2018,Q1,R0850,Subordinated liabilities,359647,Other undertakings
BELGIUM,2018,Q1,R0880,"Any other liabilities, not elsewhere shown",765,Life undertakings
BELGIUM,2018,Q1,R0880,"Any other liabilities, not elsewhere shown",11545,Non-Life undertakings
BELGIUM,2018,Q1,R0880,"Any other liabilities, not elsewhere shown",105357,Other undertakings
BELGIUM,2018,Q2,R0510,Technical provisions – non-life,0,Life undertakings
BELGIUM,2018,Q2,R0510,Technical provisions – non-life,359668,Non-Life undertakings
BELGIUM,2018,Q2,R0510,Technical provisions – non-life,1671752,Other undertakings
BELGIUM,2018,Q2,R0600,Technical provisions - life (excluding index-linked and unit-linked),761683,Life undertakings
BELGIUM,2018,Q2,R0600,Technical provisions - life (excluding index-linked and unit-linked),169337,Non-Life undertakings
BELGIUM,2018,Q2,R0600,Technical provisions - life (excluding index-linked and unit-linked),19415958,Other undertakings
BELGIUM,2018,Q2,R0690,Technical provisions – index-linked and unit-linked,103933,Life undertakings
BELGIUM,2018,Q2,R0690,Technical provisions – index-linked and unit-linked,0,Non-Life undertakings
BELGIUM,2018,Q2,R0690,Technical provisions – index-linked and unit-linked,3527497,Other undertakings
BELGIUM,2018,Q2,R0740,Contingent liabilities,0,Life undertakings
BELGIUM,2018,Q2,R0740,Contingent liabilities,99,Non-Life undertakings
BELGIUM,2018,Q2,R0740,Contingent liabilities,16104,Other undertakings
BELGIUM,2018,Q2,R0750,Provisions other than technical provisions,55,Life undertakings
BELGIUM,2018,Q2,R0750,Provisions other than technical provisions,7724,Non-Life undertakings
BELGIUM,2018,Q2,R0750,Provisions other than technical provisions,64217,Other undertakings
